category,district,total_events,avg_price_pkr,total_purchases,top_buyer_region	
Balochi_Embroidery,Chaman,1,1453.00,0,USA	
Balochi_Embroidery,Turbat,1,3497.00,1,Iran	
Balochi_Embroidery,Sibbi,1,1993.00,0,Oman	
Balochi_Embroidery,Chaman,1,5516.00,0,Local_Pakistan	
Balochi_Embroidery,Sibbi,1,1060.00,0,Iran	
Balochi_Embroidery,Gwadar,1,2483.00,0,Iran	
Balochi_Embroidery,Quetta,1,5075.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,5798.00,0,UK	
Balochi_Embroidery,Turbat,2,7238.00,0,Local_Pakistan	
Balochi_Embroidery,Chaman,1,7145.00,0,UAE	
Balochi_Embroidery,Sibbi,1,2734.00,0,UAE	
Balochi_Embroidery,Khuzdar,2,7365.00,1,UK	
Balochi_Embroidery,Zhob,2,4475.50,0,Oman	
Balochi_Embroidery,Gwadar,1,3444.00,0,Iran	
Balochi_Embroidery,Kalat,1,5149.00,0,UAE	
Balochi_Embroidery,Nushki,2,3637.00,0,Iran	
Balochi_Embroidery,Quetta,1,3273.00,1,UAE	
Balochi_Embroidery,Turbat,1,4787.00,0,USA	
Balochi_Embroidery,Gwadar,1,5770.00,0,Saudi_Arabia	
Balochi_Embroidery,Sibbi,1,7470.00,1,USA	
Balochi_Embroidery,Turbat,2,5339.00,1,Oman	
Balochi_Embroidery,Gwadar,1,7475.00,0,Oman	
Balochi_Embroidery,Nushki,1,5003.00,0,Iran	
Balochi_Embroidery,Quetta,1,6989.00,0,UK	
Balochi_Embroidery,Sibbi,1,5538.00,0,Saudi_Arabia	
Balochi_Embroidery,Gwadar,1,5517.00,0,Iran	
Balochi_Embroidery,Quetta,2,3576.50,0,Local_Pakistan	
Balochi_Embroidery,Khuzdar,1,5255.00,1,Oman	
Balochi_Embroidery,Zhob,1,7202.00,0,UK	
Balochi_Embroidery,Khuzdar,1,6572.00,0,USA	
Balochi_Embroidery,Quetta,1,6973.00,0,UAE	
Balochi_Embroidery,Khuzdar,1,1929.00,0,Iran	
Balochi_Embroidery,Gwadar,1,7543.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,5456.00,1,Iran	
Balochi_Embroidery,Khuzdar,1,3024.00,0,Oman	
Balochi_Embroidery,Zhob,1,5462.00,0,Oman	
Balochi_Embroidery,Turbat,2,4080.00,0,Oman	
Balochi_Embroidery,Panjgur,1,7579.00,0,USA	
Balochi_Embroidery,Kalat,1,1258.00,0,Iran	
Balochi_Embroidery,Khuzdar,1,2537.00,0,USA	
Balochi_Embroidery,Gwadar,1,1315.00,0,Local_Pakistan	
Balochi_Embroidery,Zhob,1,6509.00,0,UAE	
Balochi_Embroidery,Sibbi,1,1222.00,0,UK	
Balochi_Embroidery,Quetta,1,2534.00,0,UAE	
Balochi_Embroidery,Zhob,1,3365.00,1,UAE	
Balochi_Embroidery,Sibbi,1,868.00,0,UAE	
Balochi_Embroidery,Quetta,1,7439.00,0,Oman	
Balochi_Embroidery,Turbat,1,2930.00,0,USA	
Balochi_Embroidery,Panjgur,1,4742.00,0,UK	
Balochi_Embroidery,Nushki,1,1602.00,1,USA	
Balochi_Embroidery,Sibbi,1,1944.00,0,UK	
Balochi_Embroidery,Quetta,1,1472.00,0,UK	
Balochi_Embroidery,Sibbi,1,1336.00,0,Saudi_Arabia	
Balochi_Embroidery,Gwadar,1,4774.00,0,Local_Pakistan	
Balochi_Embroidery,Turbat,1,1504.00,0,Iran	
Balochi_Embroidery,Kalat,1,3786.00,0,Iran	
Balochi_Embroidery,Turbat,1,1533.00,0,Local_Pakistan	
Balochi_Embroidery,Khuzdar,1,1766.00,0,Oman	
Balochi_Embroidery,Chaman,2,6152.00,1,UAE	
Balochi_Embroidery,Turbat,1,3624.00,0,UAE	
Balochi_Embroidery,Quetta,1,2654.00,0,Iran	
Balochi_Embroidery,Zhob,1,4415.00,0,UAE	
Balochi_Embroidery,Gwadar,1,989.00,0,UAE	
Balochi_Embroidery,Turbat,1,4706.00,0,Saudi_Arabia	
Balochi_Embroidery,Kalat,1,1590.00,0,Oman	
Balochi_Embroidery,Chaman,1,1264.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,7234.00,0,Oman	
Balochi_Embroidery,Chaman,1,2804.00,1,Oman	
Balochi_Embroidery,Khuzdar,1,5832.00,1,USA	
Balochi_Embroidery,Zhob,1,7330.00,0,Iran	
Balochi_Embroidery,Sibbi,2,5958.50,1,Saudi_Arabia	
Balochi_Embroidery,Nushki,1,7856.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,2,3239.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,4552.00,0,UAE	
Balochi_Embroidery,Khuzdar,1,1290.00,0,Oman	
Balochi_Embroidery,Quetta,1,5522.00,0,Iran	
Balochi_Embroidery,Khuzdar,1,3327.00,1,Iran	
Balochi_Embroidery,Panjgur,1,6329.00,0,USA	
Balochi_Embroidery,Khuzdar,1,7696.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,2241.00,0,Local_Pakistan	
Balochi_Embroidery,Panjgur,1,1511.00,0,Iran	
Balochi_Embroidery,Turbat,2,5623.00,0,Oman	
Balochi_Embroidery,Chaman,1,5675.00,0,USA	
Balochi_Embroidery,Zhob,1,1748.00,0,UK	
Balochi_Embroidery,Khuzdar,1,4417.00,0,Oman	
Balochi_Embroidery,Chaman,1,5518.00,0,Iran	
Balochi_Embroidery,Quetta,1,7006.00,1,USA	
Balochi_Embroidery,Sibbi,1,6484.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,3498.00,0,Oman	
Balochi_Embroidery,Zhob,1,4152.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,4494.00,0,Saudi_Arabia	
Balochi_Embroidery,Kalat,1,3104.00,0,Oman	
Balochi_Embroidery,Nushki,1,4864.00,0,Oman	
Balochi_Embroidery,Gwadar,1,4667.00,1,Oman	
Balochi_Embroidery,Quetta,2,4507.50,0,UAE	
Balochi_Embroidery,Turbat,1,7519.00,0,Saudi_Arabia	
Balochi_Embroidery,Zhob,1,7345.00,0,Oman	
Balochi_Embroidery,Quetta,2,6687.00,0,Oman	
Balochi_Embroidery,Kalat,1,2307.00,0,UAE	
Balochi_Embroidery,Khuzdar,2,2368.50,1,UK	
Balochi_Embroidery,Zhob,1,7898.00,0,UAE	
Balochi_Embroidery,Quetta,1,5748.00,0,Oman	
Balochi_Embroidery,Turbat,2,4984.00,0,Saudi_Arabia	
Balochi_Embroidery,Panjgur,1,1903.00,0,USA	
Balochi_Embroidery,Gwadar,1,1194.00,1,UK	
Balochi_Embroidery,Kalat,1,6063.00,0,USA	
Balochi_Embroidery,Quetta,1,6724.00,1,USA	
Balochi_Embroidery,Turbat,2,5430.00,0,USA	
Balochi_Embroidery,Quetta,1,3784.00,0,Saudi_Arabia	
Balochi_Embroidery,Sibbi,1,4413.00,0,Oman	
Balochi_Embroidery,Zhob,1,1897.00,0,UK	
Balochi_Embroidery,Quetta,1,2795.00,0,Iran	
Balochi_Embroidery,Turbat,1,1063.00,0,Oman	
Balochi_Embroidery,Zhob,1,3453.00,0,Oman	
Balochi_Embroidery,Turbat,1,4426.00,0,UAE	
Balochi_Embroidery,Kalat,1,3946.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,6966.00,0,Oman	
Balochi_Embroidery,Chaman,1,4233.00,0,UAE	
Balochi_Embroidery,Kalat,1,1645.00,0,Iran	
Balochi_Embroidery,Turbat,1,7894.00,0,UK	
Balochi_Embroidery,Khuzdar,2,5277.00,0,Iran	
Balochi_Embroidery,Quetta,4,4449.00,0,UK	
Balochi_Embroidery,Turbat,1,5303.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,4970.00,0,UK	
Balochi_Embroidery,Gwadar,1,7012.00,0,UAE	
Balochi_Embroidery,Zhob,1,1837.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,1709.00,0,Iran	
Balochi_Embroidery,Khuzdar,1,6168.00,0,UAE	
Balochi_Embroidery,Turbat,1,4254.00,0,Saudi_Arabia	
Balochi_Embroidery,Khuzdar,1,3001.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,5519.00,0,Saudi_Arabia	
Balochi_Embroidery,Sibbi,2,4579.50,0,Iran	
Balochi_Embroidery,Nushki,1,7225.00,0,Oman	
Balochi_Embroidery,Quetta,3,7663.33,0,Local_Pakistan	
Balochi_Embroidery,Zhob,1,6219.00,0,Iran	
Balochi_Embroidery,Kalat,1,3193.00,1,Saudi_Arabia	
Balochi_Embroidery,Turbat,1,2000.00,0,UAE	
Balochi_Embroidery,Kalat,1,6234.00,0,Iran	
Balochi_Embroidery,Zhob,2,4700.50,0,Saudi_Arabia	
Balochi_Embroidery,Gwadar,1,6385.00,0,Iran	
Balochi_Embroidery,Zhob,1,4803.00,0,UK	
Balochi_Embroidery,Quetta,1,1502.00,0,UK	
Balochi_Embroidery,Nushki,1,4101.00,0,Local_Pakistan	
Balochi_Embroidery,Khuzdar,1,4911.00,0,USA	
Balochi_Embroidery,Zhob,1,7165.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,2105.00,0,Saudi_Arabia	
Balochi_Embroidery,Khuzdar,1,1962.00,0,Saudi_Arabia	
Balochi_Embroidery,Zhob,1,1553.00,0,USA	
Balochi_Embroidery,Quetta,1,7156.00,0,Saudi_Arabia	
Balochi_Embroidery,Khuzdar,2,4470.00,0,Local_Pakistan	
Balochi_Embroidery,Zhob,1,4077.00,0,UK	
Balochi_Embroidery,Turbat,2,3989.50,0,Local_Pakistan	
Balochi_Embroidery,Chaman,1,1279.00,0,USA	
Balochi_Embroidery,Quetta,2,4446.50,0,Saudi_Arabia	
Balochi_Embroidery,Gwadar,1,4643.00,1,Iran	
Balochi_Embroidery,Turbat,1,6294.00,0,Iran	
Balochi_Embroidery,Quetta,1,7610.00,1,UK	
Balochi_Embroidery,Panjgur,1,3620.00,0,Local_Pakistan	
Balochi_Embroidery,Turbat,1,2128.00,0,Iran	
Balochi_Embroidery,Zhob,1,4807.00,0,Saudi_Arabia	
Balochi_Embroidery,Turbat,1,1040.00,1,Local_Pakistan	
Balochi_Embroidery,Quetta,1,1231.00,1,Iran	
Balochi_Embroidery,Chaman,1,1821.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,1182.00,0,Local_Pakistan	
Balochi_Embroidery,Gwadar,1,1527.00,0,USA	
Balochi_Embroidery,Khuzdar,1,1062.00,0,Iran	
Balochi_Embroidery,Nushki,1,7121.00,0,Saudi_Arabia	
Balochi_Embroidery,Chaman,1,7705.00,0,UK	
Balochi_Embroidery,Turbat,1,4835.00,0,UK	
Balochi_Embroidery,Chaman,1,2398.00,0,Oman	
Balochi_Embroidery,Turbat,1,1823.00,0,USA	
Balochi_Embroidery,Quetta,1,4538.00,0,Saudi_Arabia	
Balochi_Embroidery,Chaman,1,6497.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,4184.00,1,Oman	
Balochi_Embroidery,Khuzdar,2,6634.50,0,UAE	
Balochi_Embroidery,Quetta,1,5295.00,0,Local_Pakistan	
Balochi_Embroidery,Zhob,1,3647.00,1,Local_Pakistan	
Balochi_Embroidery,Quetta,1,5169.00,1,Saudi_Arabia	
Balochi_Embroidery,Panjgur,1,6467.00,0,UK	
Balochi_Embroidery,Quetta,2,3792.00,1,Iran	
Balochi_Embroidery,Zhob,1,1280.00,0,UK	
Balochi_Embroidery,Gwadar,1,2596.00,0,UAE	
Balochi_Embroidery,Quetta,2,6706.50,1,Saudi_Arabia	
Balochi_Embroidery,Gwadar,1,2160.00,0,Saudi_Arabia	
Balochi_Embroidery,Turbat,3,4915.00,0,Iran	
Balochi_Embroidery,Chaman,1,7155.00,0,Saudi_Arabia	
Balochi_Embroidery,Turbat,1,7870.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,4615.00,0,UAE	
Balochi_Embroidery,Turbat,1,1666.00,0,Oman	
Balochi_Embroidery,Quetta,1,2706.00,0,UK	
Balochi_Embroidery,Gwadar,1,7695.00,0,UK	
Balochi_Embroidery,Kalat,1,1671.00,0,Iran	
Balochi_Embroidery,Turbat,1,3023.00,0,UAE	
Balochi_Embroidery,Quetta,1,3182.00,0,Iran	
Balochi_Embroidery,Chaman,1,6013.00,0,Saudi_Arabia	
Balochi_Embroidery,Khuzdar,1,4072.00,0,UK	
Balochi_Embroidery,Nushki,2,4242.00,0,Iran	
Balochi_Embroidery,Khuzdar,1,4146.00,0,Saudi_Arabia	
Balochi_Embroidery,Turbat,2,5786.00,0,Local_Pakistan	
Balochi_Embroidery,Sibbi,1,3049.00,0,Oman	
Balochi_Embroidery,Quetta,1,3979.00,0,Local_Pakistan	
Balochi_Embroidery,Gwadar,1,3009.00,0,Oman	
Balochi_Embroidery,Quetta,1,3887.00,0,UK	
Balochi_Embroidery,Gwadar,2,3953.50,0,UAE	
Balochi_Embroidery,Khuzdar,1,4779.00,0,Iran	
Balochi_Embroidery,Chaman,1,1864.00,0,UK	
Balochi_Embroidery,Khuzdar,1,6454.00,0,Saudi_Arabia	
Balochi_Embroidery,Zhob,1,7430.00,0,Oman	
Balochi_Embroidery,Quetta,1,1916.00,0,UK	
Balochi_Embroidery,Gwadar,1,5996.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,3079.00,1,Local_Pakistan	
Balochi_Embroidery,Turbat,1,2379.00,1,UK	
Balochi_Embroidery,Gwadar,1,6437.00,0,USA	
Balochi_Embroidery,Sibbi,1,5708.00,0,UK	
Balochi_Embroidery,Quetta,2,5466.50,0,Iran	
Balochi_Embroidery,Khuzdar,1,7891.00,0,Oman	
Balochi_Embroidery,Quetta,1,7415.00,0,Saudi_Arabia	
Balochi_Embroidery,Sibbi,1,2364.00,0,UK	
Balochi_Embroidery,Panjgur,1,5300.00,1,UK	
Balochi_Embroidery,Kalat,1,2561.00,0,Oman	
Balochi_Embroidery,Gwadar,1,5706.00,1,UK	
Balochi_Embroidery,Nushki,1,3133.00,0,USA	
Balochi_Embroidery,Khuzdar,2,4685.50,0,UAE	
Balochi_Embroidery,Sibbi,1,3119.00,0,Iran	
Balochi_Embroidery,Gwadar,1,1391.00,0,UK	
Balochi_Embroidery,Quetta,1,3725.00,0,UK	
Balochi_Embroidery,Khuzdar,1,1584.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,4337.00,0,UAE	
Balochi_Embroidery,Gwadar,1,1288.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,6379.00,0,Oman	
Balochi_Embroidery,Chaman,1,5942.00,0,Iran	
Balochi_Embroidery,Turbat,1,4246.00,0,UK	
Balochi_Embroidery,Khuzdar,1,6700.00,0,Saudi_Arabia	
Balochi_Embroidery,Kalat,1,6850.00,0,UAE	
Balochi_Embroidery,Quetta,1,4929.00,0,Local_Pakistan	
Balochi_Embroidery,Zhob,2,3339.50,1,Oman	
Balochi_Embroidery,Chaman,1,3847.00,0,Oman	
Balochi_Embroidery,Zhob,1,3113.00,0,Local_Pakistan	
Balochi_Embroidery,Gwadar,2,4038.50,0,Saudi_Arabia	
Balochi_Embroidery,Khuzdar,1,5052.00,0,USA	
Balochi_Embroidery,Gwadar,1,1132.00,0,UAE	
Balochi_Embroidery,Khuzdar,2,4115.00,0,Oman	
Balochi_Embroidery,Gwadar,1,6052.00,0,USA	
Balochi_Embroidery,Quetta,1,3026.00,0,Saudi_Arabia	
Balochi_Embroidery,Zhob,1,3894.00,0,Oman	
Balochi_Embroidery,Quetta,1,4035.00,0,Oman	
Balochi_Embroidery,Kalat,2,4831.00,0,Iran	
Balochi_Embroidery,Khuzdar,1,1265.00,1,Local_Pakistan	
Balochi_Embroidery,Panjgur,1,5246.00,0,UAE	
Balochi_Embroidery,Chaman,1,2184.00,1,Oman	
Balochi_Embroidery,Turbat,1,1140.00,0,UAE	
Balochi_Embroidery,Zhob,1,4054.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,6745.00,1,Local_Pakistan	
Balochi_Embroidery,Sibbi,1,4264.00,0,Local_Pakistan	
Balochi_Embroidery,Chaman,1,1420.00,0,Oman	
Balochi_Embroidery,Nushki,1,6012.00,0,Oman	
Balochi_Embroidery,Turbat,1,6822.00,0,Iran	
Balochi_Embroidery,Quetta,1,3749.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,5834.00,0,UAE	
Balochi_Embroidery,Khuzdar,1,6606.00,0,USA	
Balochi_Embroidery,Gwadar,1,4115.00,0,UK	
Balochi_Embroidery,Quetta,1,6046.00,0,USA	
Balochi_Embroidery,Khuzdar,1,6582.00,0,Oman	
Balochi_Embroidery,Zhob,1,5311.00,0,Local_Pakistan	
Balochi_Embroidery,Turbat,1,811.00,0,Iran	
Balochi_Embroidery,Quetta,1,7280.00,1,USA	
Balochi_Embroidery,Sibbi,1,7729.00,0,Iran	
Balochi_Embroidery,Quetta,1,2339.00,0,UAE	
Balochi_Embroidery,Kalat,1,2663.00,1,Oman	
Balochi_Embroidery,Chaman,1,2609.00,0,Saudi_Arabia	
Balochi_Embroidery,Gwadar,1,3868.00,1,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,7591.00,0,Local_Pakistan	
Balochi_Embroidery,Chaman,1,7960.00,0,UAE	
Balochi_Embroidery,Quetta,1,4156.00,0,Oman	
Balochi_Embroidery,Kalat,1,4006.00,0,Oman	
Balochi_Embroidery,Quetta,1,3115.00,0,Saudi_Arabia	
Balochi_Embroidery,Nushki,1,4321.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,2,4740.00,1,Iran	
Balochi_Embroidery,Zhob,1,2356.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,3,4699.33,0,Iran	
Balochi_Embroidery,Nushki,1,7342.00,0,Oman	
Balochi_Embroidery,Quetta,2,4505.00,0,UAE	
Balochi_Embroidery,Turbat,1,7752.00,0,Local_Pakistan	
Balochi_Embroidery,Gwadar,2,4421.00,1,USA	
Balochi_Embroidery,Kalat,1,2315.00,0,Oman	
Balochi_Embroidery,Gwadar,1,1859.00,0,Iran	
Balochi_Embroidery,Quetta,1,4896.00,0,USA	
Balochi_Embroidery,Gwadar,1,1077.00,0,Iran	
Balochi_Embroidery,Kalat,1,1451.00,1,Local_Pakistan	
Balochi_Embroidery,Sibbi,1,1993.00,0,Oman	
Balochi_Embroidery,Quetta,1,2008.00,0,Oman	
Balochi_Embroidery,Nushki,1,7537.00,0,UAE	
Balochi_Embroidery,Quetta,1,4753.00,0,Oman	
Balochi_Embroidery,Panjgur,1,5239.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,5423.00,0,Oman	
Balochi_Embroidery,Sibbi,1,5700.00,1,Local_Pakistan	
Balochi_Embroidery,Quetta,1,5366.00,0,Oman	
Balochi_Embroidery,Turbat,1,6147.00,0,UK	
Balochi_Embroidery,Nushki,2,4902.00,0,USA	
Balochi_Embroidery,Sibbi,1,6788.00,0,Saudi_Arabia	
Balochi_Embroidery,Chaman,1,6101.00,0,UAE	
Balochi_Embroidery,Sibbi,1,6940.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,5378.00,0,UK	
Balochi_Embroidery,Khuzdar,1,6539.00,0,Saudi_Arabia	
Balochi_Embroidery,Kalat,2,3893.00,1,Oman	
Balochi_Embroidery,Gwadar,1,2560.00,0,Iran	
Balochi_Embroidery,Sibbi,1,4653.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,7382.00,1,Iran	
Balochi_Embroidery,Kalat,1,4894.00,0,USA	
Balochi_Embroidery,Quetta,1,6385.00,0,UK	
Balochi_Embroidery,Turbat,1,4806.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,3,5456.67,0,Oman	
Balochi_Embroidery,Gwadar,1,4109.00,0,UK	
Balochi_Embroidery,Khuzdar,1,3325.00,0,USA	
Balochi_Embroidery,Chaman,1,2725.00,0,USA	
Balochi_Embroidery,Turbat,1,3210.00,0,USA	
Balochi_Embroidery,Zhob,1,5161.00,1,UAE	
Balochi_Embroidery,Khuzdar,1,1673.00,0,Saudi_Arabia	
Balochi_Embroidery,Zhob,1,7043.00,0,USA	
Balochi_Embroidery,Khuzdar,1,4205.00,0,Iran	
Balochi_Embroidery,Turbat,1,4106.00,0,UAE	
Balochi_Embroidery,Sibbi,2,2361.00,0,UK	
Balochi_Embroidery,Quetta,1,2699.00,0,Oman	
Balochi_Embroidery,Turbat,1,1317.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,1516.00,1,USA	
Balochi_Embroidery,Turbat,1,7733.00,0,USA	
Balochi_Embroidery,Quetta,3,4432.33,0,UAE	
Balochi_Embroidery,Sibbi,2,4656.50,0,USA	
Balochi_Embroidery,Turbat,2,3361.00,0,Oman	
Balochi_Embroidery,Quetta,1,4176.00,0,Local_Pakistan	
Balochi_Embroidery,Kalat,1,4120.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,6144.00,0,Oman	
Balochi_Embroidery,Gwadar,1,6249.00,0,UAE	
Balochi_Embroidery,Quetta,2,5773.00,0,Local_Pakistan	
Balochi_Embroidery,Panjgur,1,6728.00,1,UK	
Balochi_Embroidery,Gwadar,2,5124.50,0,UK	
Balochi_Embroidery,Khuzdar,1,2214.00,1,Iran	
Balochi_Embroidery,Turbat,1,5301.00,0,Iran	
Balochi_Embroidery,Khuzdar,1,1688.00,0,UAE	
Balochi_Embroidery,Gwadar,1,1467.00,0,UK	
Balochi_Embroidery,Quetta,1,4152.00,0,USA	
Balochi_Embroidery,Gwadar,2,4340.50,0,Oman	
Balochi_Embroidery,Nushki,1,7072.00,0,Oman	
Balochi_Embroidery,Quetta,2,4218.00,0,UAE	
Balochi_Embroidery,Gwadar,1,7656.00,0,UAE	
Balochi_Embroidery,Kalat,1,6441.00,0,UK	
Balochi_Embroidery,Nushki,1,7187.00,0,Iran	
Balochi_Embroidery,Gwadar,1,2296.00,1,Local_Pakistan	
Balochi_Embroidery,Turbat,1,2623.00,0,UAE	
Balochi_Embroidery,Zhob,1,5344.00,0,UAE	
Balochi_Embroidery,Quetta,1,3177.00,0,UK	
Balochi_Embroidery,Nushki,2,6976.00,0,Saudi_Arabia	
Balochi_Embroidery,Chaman,2,6181.00,0,Saudi_Arabia	
Balochi_Embroidery,Nushki,1,7889.00,0,Iran	
Balochi_Embroidery,Quetta,2,5842.00,1,Saudi_Arabia	
Balochi_Embroidery,Khuzdar,1,5648.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,5772.00,0,UAE	
Balochi_Embroidery,Turbat,1,7888.00,0,UK	
Balochi_Embroidery,Quetta,1,6121.00,0,Saudi_Arabia	
Balochi_Embroidery,Sibbi,1,6148.00,0,Iran	
Balochi_Embroidery,Chaman,1,4592.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,7869.00,0,UK	
Balochi_Embroidery,Sibbi,1,5228.00,0,Iran	
Balochi_Embroidery,Quetta,4,2168.25,0,Local_Pakistan	
Balochi_Embroidery,Khuzdar,1,2124.00,0,Iran	
Balochi_Embroidery,Turbat,1,1933.00,0,Oman	
Balochi_Embroidery,Gwadar,1,5302.00,0,USA	
Balochi_Embroidery,Khuzdar,1,1923.00,0,Iran	
Balochi_Embroidery,Quetta,3,5544.00,0,USA	
Balochi_Embroidery,Kalat,1,834.00,0,Saudi_Arabia	
Balochi_Embroidery,Nushki,1,4386.00,0,UK	
Balochi_Embroidery,Khuzdar,1,5101.00,1,Oman	
Balochi_Embroidery,Turbat,1,4983.00,0,UK	
Balochi_Embroidery,Nushki,1,3007.00,0,UAE	
Balochi_Embroidery,Khuzdar,1,7546.00,0,Saudi_Arabia	
Balochi_Embroidery,Quetta,1,4096.00,0,Local_Pakistan	
Balochi_Embroidery,Khuzdar,1,3528.00,0,Local_Pakistan	
Balochi_Embroidery,Chaman,1,5570.00,1,Saudi_Arabia	
Balochi_Embroidery,Gwadar,1,5724.00,0,UAE	
Balochi_Embroidery,Turbat,1,6702.00,0,Local_Pakistan	
Balochi_Embroidery,Quetta,1,6436.00,1,USA	
Balochi_Embroidery,Nushki,1,2354.00,0,Iran	
Balochi_Embroidery,Chaman,1,7582.00,0,USA	
Balochi_Embroidery,Turbat,1,6328.00,0,Iran	
Balochi_Embroidery,Zhob,1,7061.00,0,USA	
Balochi_Embroidery,Quetta,1,2286.00,0,Oman	
Balochi_Embroidery,Turbat,1,1414.00,0,Oman	
Balochi_Embroidery,Chaman,1,4112.00,1,Local_Pakistan	
Balochi_Embroidery,Turbat,1,2911.00,0,Oman	
Balochi_Embroidery,Khuzdar,1,3540.00,0,UK	
Balochi_Embroidery,Chaman,1,6119.00,0,Iran	
Balochi_Embroidery,Khuzdar,1,5381.00,1,Local_Pakistan	
Balochi_Embroidery,Turbat,1,801.00,0,Saudi_Arabia	
Balochi_Embroidery,Khuzdar,2,5867.00,0,Oman	
Balochi_Embroidery,Chaman,1,7786.00,0,UK	
Balochi_Embroidery,Zhob,1,1514.00,0,Iran	
Balochi_Embroidery,Quetta,1,6421.00,0,USA	
Balochi_Embroidery,Gwadar,1,6141.00,1,Local_Pakistan	
Balochi_Embroidery,Zhob,1,4191.00,0,UAE	
Balochi_Embroidery,Khuzdar,1,5883.00,1,USA	
Balochi_Embroidery,Turbat,1,6568.00,1,Local_Pakistan	
Balochi_Embroidery,Kalat,1,5196.00,0,Iran	
Balochi_Embroidery,Gwadar,1,2941.00,1,UK	
Balochi_Embroidery,Quetta,1,3094.00,0,USA	
